Report Number,Date Reported,Date of Occurrence,Time of Occurrence,City,Crime Code,Crime Description,Victim Age,Victim Gender,Weapon Used,Crime Domain,Police Deployed,Case Closed,Date Case Closed
11311,13646,12678,21378,1,231,4,57,1,4,1,2,0,-1
11312,12811,12679,21381,14,176,13,35,0,5,1,17,1,5923
11313,14491,12680,20039,10,579,9,48,1,6,1,4,1,4460
11314,14495,12681,20041,14,282,9,79,0,1,1,18,1,3397
11315,13654,12682,21376,10,282,12,79,0,4,1,5,0,-1
11316,13643,12683,20043,5,153,2,25,1,3,1,2,1,11197
11317,14492,12684,20040,10,483,6,32,1,3,1,17,1,8497
11318,14509,12685,20046,24,285,11,46,0,5,3,8,1,767
11319,12821,12686,21384,20,394,4,21,0,0,1,17,1,7529
11320,13652,12687,20037,21,307,14,16,1,4,1,4,0,-1
11321,12818,12688,21390,5,167,8,59,0,1,0,2,1,11690
11322,13642,12689,20045,17,259,4,21,0,3,1,11,0,-1
11323,15335,12690,21385,8,373,14,39,0,5,1,12,1,5920
11324,13647,12691,21382,4,115,2,32,0,3,1,4,0,-1
11325,13654,12692,21380,12,421,11,21,0,1,3,16,0,-1
11326,15336,12693,21383,8,211,1,43,0,4,3,5,1,2775
11327,14507,12694,21386,21,238,18,18,0,6,2,3,0,-1
11328,14506,12695,21391,5,239,7,70,0,1,1,14,0,-1
11329,14507,12792,21392,13,452,12,30,0,2,1,7,1,241
11330,15347,12793,21393,24,558,19,73,0,3,1,2,0,-1
11331,13653,12794,21379,28,573,12,64,1,0,1,11,1,7527
11332,14499,12795,22669,4,488,8,48,1,1,0,9,0,-1
11333,15340,12796,22667,21,123,2,57,0,5,1,18,0,-1
11334,14493,12797,21395,5,489,3,21,0,4,1,19,0,-1
11335,14505,12798,22668,16,575,12,55,1,1,1,16,0,-1
11336,13651,12799,21387,2,571,10,62,0,2,1,8,1,13716
11337,14491,12800,21389,10,203,9,55,1,4,1,15,0,-1
11338,14500,12801,21396,17,401,16,61,0,5,3,1,1,692
11339,15346,12802,21388,2,325,8,26,0,0,0,19,0,-1
11340,13655,12803,22670,3,235,8,24,1,0,0,15,1,2285
11341,14505,12804,22671,4,323,6,47,0,1,1,14,0,-1
11342,14502,12805,22682,5,118,2,15,0,6,1,16,0,-1
11343,14496,12806,22676,8,412,14,74,0,6,1,1,1,6936
11344,15343,12807,22672,13,502,16,13,0,3,3,5,0,-1
11345,15345,12808,22673,8,177,11,26,0,0,3,2,0,-1
11346,14505,12809,21394,20,360,16,79,0,5,3,14,0,-1
11347,16205,12810,22685,3,554,9,27,1,4,1,2,0,-1
11348,14502,12811,22666,15,448,0,57,0,2,0,13,1,10140
11349,14508,12812,22684,17,511,1,45,0,5,3,3,0,-1
11350,15341,12813,21397,5,254,3,54,0,0,1,11,0,-1
11351,15348,12814,22674,10,401,6,39,0,0,1,8,0,-1
11352,14497,12815,22679,2,169,20,21,0,2,3,1,1,4996
11353,14498,12912,22680,24,389,9,19,0,1,1,12,1,285
11354,15338,12913,22691,20,362,16,19,0,3,3,4,0,-1
11355,14497,12914,22678,8,395,7,19,0,0,1,18,1,15310
11356,14502,12915,22688,4,249,4,40,0,3,1,10,1,10088
11357,15343,12916,22675,4,534,6,47,0,5,1,14,1,4903
11358,16206,12917,22677,5,380,3,40,0,4,1,18,1,14385
11359,16205,12918,23965,28,350,20,18,0,4,3,4,0,-1
11360,15337,12919,23970,17,572,20,38,1,4,3,5,1,11149
11361,16215,12920,23964,5,162,10,42,0,3,1,19,0,-1
11362,14504,12921,23969,5,212,11,79,0,4,3,10,0,-1
11363,15337,12922,22681,13,223,0,25,1,1,0,2,0,-1
11364,17012,12923,22683,5,333,19,18,1,1,1,8,1,11147
11365,16214,12924,23968,4,364,18,51,0,3,2,15,1,8502
11366,14508,12925,22689,14,560,8,32,0,2,0,17,1,4361
11367,15335,12926,22686,3,414,12,14,0,1,1,17,0,-1
11368,16207,12927,23977,21,345,19,32,0,5,1,4,1,8542
11369,15339,12928,23975,5,592,5,28,0,5,3,10,1,8541
11370,16212,12929,22690,2,376,9,40,0,5,1,19,1,11204
11371,15344,12930,22687,14,127,9,42,1,0,1,2,1,3355
11372,17022,12931,23962,18,562,7,49,0,3,1,12,0,-1
11373,15348,12932,23961,28,376,15,79,1,1,3,5,0,-1
11374,17019,12933,23971,13,435,12,42,0,3,1,16,1,15792
11375,17023,12934,23978,0,439,0,41,1,5,0,11,1,6419
11376,15342,12935,23966,4,305,17,63,0,1,1,15,0,-1
11377,16204,13032,23963,8,538,15,79,0,3,3,3,0,-1
11378,16215,13033,23972,5,311,2,20,0,1,1,2,1,2956
11379,15336,13034,23974,20,349,18,10,0,6,2,9,1,7995
11380,15337,13035,25292,21,221,1,60,0,3,3,3,0,-1
11381,16210,13036,23967,13,152,12,59,0,5,1,17,0,-1
11382,17026,13037,23981,25,551,16,30,1,2,3,3,1,7629
11383,17015,13038,23976,12,278,8,66,1,0,0,5,0,-1
11384,16208,13039,23983,14,494,7,39,0,1,1,17,0,-1
11385,17857,13040,23973,15,364,0,70,0,4,0,1,1,11684
11386,17027,13041,23980,20,359,13,58,1,5,1,15,1,8101
11387,17855,13042,25293,9,183,2,31,0,4,1,19,1,4459
11388,16209,13043,25294,17,155,18,28,0,3,2,3,1,5924
11389,17028,13044,23979,2,592,6,34,1,1,1,16,0,-1
11390,17858,13045,23987,3,147,7,59,1,4,1,7,0,-1
11391,16215,13046,23985,0,162,7,38,0,2,1,4,1,12842
11392,17863,13047,25303,17,539,13,13,0,2,1,5,1,1242
11393,17013,13048,23984,3,137,3,61,1,4,1,16,0,-1
11394,17856,13049,25299,14,391,15,19,0,2,3,16,1,8676
11395,17866,13050,23982,14,520,19,50,0,1,1,9,0,-1
11396,17021,13051,25298,5,294,10,52,1,5,1,3,1,11936
11397,16213,13052,25308,8,310,14,55,0,5,1,8,0,-1
11398,16203,13053,23986,10,503,12,75,0,3,1,8,0,-1
11399,17025,13054,25295,4,561,19,17,0,6,1,6,0,-1
11400,16211,13055,25306,4,135,20,11,0,5,3,7,0,-1
11401,16212,13152,25300,5,327,1,17,0,4,3,13,0,-1
11402,17014,13153,25301,5,308,9,49,1,4,1,19,0,-1
11403,16216,13154,25305,21,219,14,45,0,4,1,10,0,-1
11404,17864,13155,25307,2,474,16,60,0,1,3,7,0,-1
11405,17020,13156,25304,17,162,11,53,0,2,3,3,1,2779
11406,17855,13157,25297,10,172,7,23,1,2,1,19,1,11682
11407,16207,13158,25296,15,577,19,63,0,2,1,16,1,5965
11408,17016,13159,26584,5,175,9,10,0,3,1,11,1,7574
11409,17860,13160,26588,17,284,8,61,0,3,0,5,0,-1
11410,17029,13161,25302,13,531,13,53,1,6,1,19,1,8591
11411,17867,13162,25311,5,477,0,67,0,6,0,1,0,-1
11412,18693,13163,26594,21,387,19,66,0,6,1,7,0,-1
11413,17865,13164,25310,13,432,9,20,0,5,1,1,0,-1
11414,16214,13165,26590,2,167,20,31,1,3,3,6,1,4953
11415,17016,13166,26585,17,503,14,64,1,6,1,9,0,-1
11416,18688,13167,26596,5,519,17,72,0,1,1,13,1,7571
11417,17018,13168,25312,13,500,6,77,1,2,1,2,1,9032
11418,17026,13169,25309,14,145,2,15,0,6,1,14,0,-1
11419,17856,13170,26591,5,399,8,24,1,6,0,19,1,10676
11420,17868,13171,26599,17,256,0,41,0,2,0,2,0,-1
11421,17021,13172,26598,12,301,2,71,0,6,1,3,0,-1
11422,17023,13173,26595,5,296,4,67,0,6,1,16,1,3355
11423,17856,13174,26587,1,202,7,78,0,3,1,17,0,-1
11424,18690,13175,26592,6,117,20,10,1,1,3,19,0,-1
11425,17022,13272,26589,17,195,16,13,1,2,3,4,0,-1
11426,17855,13273,26597,17,246,12,41,0,2,1,5,1,13823
11427,17017,13274,26586,15,170,8,66,0,3,0,18,1,12258
11428,18693,13275,26605,17,108,15,30,0,1,3,16,0,-1
11429,17869,13276,26609,8,558,11,18,0,1,3,18,0,-1
11430,17025,13277,26603,9,158,4,53,0,2,1,11,0,-1
11431,18698,13278,27892,21,247,4,66,0,0,1,14,0,-1
11432,17867,13279,26601,21,291,12,70,0,3,1,16,0,-1
11433,17024,13280,26593,17,321,12,67,1,5,1,3,0,-1
11434,17865,13281,27890,8,564,4,61,0,2,1,9,0,-1
11435,19539,13282,26607,2,517,10,67,1,1,1,17,0,-1
11436,17864,13283,26600,22,565,6,29,1,4,1,15,0,-1
11437,19542,13284,26602,28,165,12,56,1,0,1,4,0,-1
11438,19544,13285,27889,24,390,16,59,0,3,3,18,0,-1
11439,19538,13286,26604,2,124,17,67,0,2,1,7,1,13871
11440,19545,13287,26606,5,158,5,76,1,3,3,11,0,-1
11441,19536,13288,27893,5,571,17,15,1,3,1,9,0,-1
11442,19545,13289,27901,16,357,6,50,1,0,1,12,0,-1
11443,17859,13290,27894,4,389,16,76,0,6,3,4,1,12509
11444,18690,13291,26608,2,546,16,41,0,6,3,10,1,6328
11445,17862,13292,27895,5,390,18,48,0,1,2,7,0,-1
11446,18694,13293,27905,4,546,16,69,0,6,3,15,0,-1
11447,17858,13294,27909,17,328,12,74,1,4,1,2,1,1341
11448,19549,13295,27903,17,544,19,17,1,3,1,5,0,-1
11449,17860,13392,27912,12,355,3,27,1,1,1,8,1,1342
11450,18692,13393,27904,5,346,4,63,0,3,1,1,1,5964
11451,18689,13394,27891,11,263,6,19,1,1,1,11,1,4409
11452,18691,13395,27908,7,398,5,43,0,4,3,13,1,5495
11453,19548,13396,27896,0,261,5,43,0,2,3,17,0,-1
11454,19548,13397,27910,4,412,3,50,1,5,1,5,1,1298
11455,18697,13398,29220,8,479,7,16,0,6,1,10,0,-1
11456,20390,13399,27897,17,378,6,17,0,4,1,7,1,9030
11457,19535,13400,27900,2,388,9,17,0,1,1,7,1,6931
11458,17861,13401,27907,1,488,18,23,1,5,2,15,1,12206
11459,19543,13402,29226,2,268,0,54,0,1,0,1,1,11198
11460,18696,13403,27898,2,152,5,22,1,4,3,18,1,14386
11461,18696,13404,27899,5,419,7,14,1,2,1,13,0,-1
11462,19547,13405,29216,14,396,2,29,0,2,1,14,0,-1
11463,18695,13406,27902,2,276,6,61,0,6,1,16,1,6988
11464,18689,13407,29230,24,332,19,74,0,5,1,16,1,2774
11465,20394,13408,27906,17,249,5,16,0,6,3,13,1,13311
11466,19540,13409,27911,24,413,2,21,1,3,1,1,1,5043
11467,19548,13410,29219,5,577,19,24,0,2,1,1,1,15356
11468,20388,13411,29228,8,446,20,27,0,5,3,17,1,1289
11469,17869,13412,29217,13,111,20,54,0,4,3,17,0,-1
11470,20397,13413,29233,4,544,10,61,0,3,1,8,0,-1
11471,19547,13414,29222,5,373,4,32,1,6,1,5,0,-1
11472,19542,13415,29227,16,373,7,19,0,3,1,11,0,-1
11473,19545,13512,29218,5,116,14,20,0,3,1,15,1,4904
11474,20395,13513,29223,19,238,5,20,0,2,3,4,1,1343
11475,21195,13514,29236,17,356,16,59,1,5,3,19,0,-1
11476,20396,13515,29234,4,470,20,59,1,4,3,14,1,4998
11477,19550,13516,29221,5,518,6,58,0,5,1,6,1,3820
11478,21196,13517,29225,17,420,7,27,1,1,1,19,0,-1
11479,20398,13518,29224,5,224,16,79,0,2,3,3,1,2414
11480,20400,13519,29235,5,216,16,33,0,4,3,4,1,3597
11481,20387,13520,29240,10,428,3,61,0,6,1,15,0,-1
11482,19536,13521,30552,1,434,9,73,1,1,1,5,0,-1
11483,20389,13522,29239,5,133,14,72,0,4,1,19,0,-1
11484,19548,13523,29229,4,563,13,26,0,1,1,18,0,-1
11485,19546,13524,29231,13,521,7,20,0,6,1,1,1,12789
11486,19541,13525,29237,20,321,2,13,0,4,1,6,0,-1
11487,18699,13526,29232,5,373,10,65,0,0,1,13,0,-1
11488,19547,13527,30554,18,298,2,30,0,0,1,6,0,-1
11489,21207,13528,30559,21,272,8,24,1,2,0,16,1,15793
11490,20402,13529,30556,8,233,12,57,1,1,1,8,0,-1
11491,20399,13530,30566,17,463,11,68,0,1,3,6,0,-1
11492,21200,13531,30561,22,427,5,17,0,4,3,6,1,2778
11493,20392,13532,30569,8,538,3,64,0,0,1,2,1,8498
11494,18700,13533,29238,17,248,0,56,0,2,0,1,0,-1
11495,21202,13534,30571,24,398,1,29,0,3,3,12,0,-1
11496,19537,13535,30553,5,189,14,20,1,5,1,15,0,-1
11497,21209,13632,30557,7,511,8,63,0,6,0,8,0,-1
11498,21212,13633,30563,5,164,14,36,0,5,1,17,1,11157
11499,20401,13634,31820,21,459,4,46,0,2,1,8,1,2828
11500,21206,13635,30555,12,381,2,55,1,1,1,13,1,12930
11501,19543,13636,30568,11,183,5,23,0,0,3,9,1,11250
11502,19546,13637,30558,10,579,7,25,1,2,1,6,1,8100
11503,20391,13638,30565,8,258,15,17,1,1,3,2,1,811
11504,20391,13639,30560,12,324,5,42,0,6,3,9,1,6934
11505,20402,13640,30573,1,121,15,34,0,4,3,3,0,-1
11506,21204,13641,31825,12,558,19,13,1,6,1,5,0,-1
11507,20391,13642,30562,3,203,0,64,0,0,0,8,0,-1
11508,21210,13643,31818,5,268,6,20,1,0,1,16,0,-1
11509,21205,13644,31827,20,520,3,28,1,2,1,1,0,-1
11510,22038,13645,30564,5,369,1,21,1,4,3,14,1,8539
11511,21199,13646,31831,5,318,7,30,0,3,1,12,0,-1
11512,22044,13647,30567,8,579,1,60,0,3,3,10,0,-1
11513,22047,13648,31832,14,468,1,64,0,4,3,17,1,14915
11514,21205,13649,30570,17,413,2,36,0,5,1,17,0,-1
11515,20393,13650,31819,17,254,5,34,0,4,3,17,0,-1
11516,22042,13651,31822,25,562,2,63,1,2,1,14,1,762
11517,20388,13652,31824,19,415,2,47,0,0,1,16,1,15347
11518,20388,13653,31821,9,554,8,79,0,5,0,11,0,-1
11519,20403,13654,31828,5,569,15,50,1,6,3,5,0,-1
11520,20391,13655,30572,24,167,20,10,0,4,3,16,1,6934
11521,21208,13752,31840,1,533,2,33,0,0,1,5,1,9744
11522,22046,13753,31836,14,126,14,16,1,3,1,16,0,-1
11523,21212,13754,31823,18,592,16,79,0,0,3,18,0,-1
11524,22045,13755,31838,5,316,17,35,0,4,1,5,0,-1
11525,22040,13756,31826,2,461,8,34,1,4,0,6,0,-1
11526,21198,13757,31839,14,126,18,72,1,4,2,14,0,-1
11527,21211,13758,31830,15,452,8,55,0,6,0,15,1,8501
11528,21199,13759,33138,5,427,12,27,0,1,1,3,0,-1
11529,22035,13760,31833,5,458,6,78,0,6,1,4,0,-1
11530,22899,13761,31829,2,229,0,47,0,1,0,17,1,5494
11531,22045,13762,31834,27,233,0,74,0,3,0,15,0,-1
11532,21198,13763,31837,0,547,3,41,1,1,1,1,0,-1
11533,21208,13764,33149,24,505,11,44,0,1,3,3,1,5440
11534,22039,13765,33139,5,235,20,17,1,3,3,1,1,11792
11535,22038,13766,33137,15,524,9,43,0,1,1,6,0,-1
11536,21197,13767,31835,2,461,9,33,1,1,1,1,1,6932
11537,22049,13768,33145,8,237,8,77,0,3,0,14,0,-1
11538,21198,13769,33143,17,240,12,13,0,1,1,17,0,-1
11539,22898,13770,33142,5,149,11,12,1,1,3,3,1,10675
11540,21213,13771,33140,24,339,15,44,0,6,3,1,1,12356
11541,22037,13772,33148,21,511,17,24,1,4,1,19,1,10715
11542,21203,13773,33147,17,253,14,11,1,0,1,5,0,-1
11543,22908,13774,33144,4,456,10,51,0,2,1,15,0,-1
11544,22906,13775,33141,7,307,9,79,0,1,1,8,1,11798
11545,22910,13872,33156,17,474,4,69,1,3,1,18,0,-1
11546,22909,13873,33151,13,249,8,35,0,3,0,8,0,-1
11547,22909,13874,33154,5,194,6,52,1,3,1,18,1,10725
11548,22899,13875,33155,2,236,17,27,1,1,1,15,1,8540
11549,21201,13876,34483,3,378,11,52,0,2,3,5,0,-1
11550,22897,13877,33152,8,371,15,48,0,2,3,11,0,-1
11551,22911,13878,34485,10,599,1,77,0,4,3,10,1,11743
11552,21205,13879,33146,13,290,1,19,0,1,3,14,1,4464
11553,22900,13880,33150,14,249,7,27,0,0,1,1,0,-1
11554,22900,13881,33158,4,508,4,19,0,4,1,11,0,-1
11555,22910,13882,34488,13,579,0,28,0,6,0,8,1,11690
11556,22040,13883,34486,5,428,20,43,1,0,3,6,0,-1
11557,22901,13884,34487,6,312,1,15,1,4,3,2,0,-1
11558,22043,13885,34494,4,470,5,71,0,1,3,13,0,-1
11559,23701,13886,33153,5,323,15,72,0,2,3,18,0,-1
11560,22043,13887,34484,13,263,12,65,0,0,1,8,0,-1
11561,22911,13888,33159,20,194,14,73,1,6,1,7,0,-1
11562,23698,13889,34492,21,455,4,42,0,5,1,18,1,11741
11563,22036,13890,34489,17,377,2,31,0,0,1,13,0,-1
11564,22896,13891,34498,14,363,12,38,1,1,1,13,0,-1
11565,21212,13892,33157,12,311,15,78,1,6,3,18,0,-1
11566,23695,13893,34490,27,278,18,71,1,5,2,15,0,-1
11567,22038,13894,34495,28,207,16,37,1,0,3,19,1,12544
11568,22037,13895,34504,5,110,15,61,1,1,3,14,1,236
11569,23703,13992,34506,21,576,15,64,0,6,3,2,0,-1
11570,22037,13993,34491,0,561,8,30,0,4,0,5,0,-1
11571,22896,13994,34496,21,564,18,33,0,2,2,8,1,4899
11572,22904,13995,34502,8,273,0,28,0,1,0,17,0,-1
11573,23707,13996,34497,15,396,0,70,0,0,0,15,1,12264
11574,22042,13997,34501,17,489,11,44,1,0,3,5,1,14337
11575,22041,13998,34507,12,428,3,34,0,1,1,19,1,1838
11576,23701,13999,34493,5,348,12,25,0,3,1,5,1,1878
11577,22048,14000,35790,13,344,18,29,0,3,2,1,1,4906
11578,24475,14001,35787,13,543,12,72,0,4,1,18,0,-1
11579,23699,14002,35791,28,569,13,51,0,2,1,3,1,9604
11580,22044,14003,34503,27,448,13,53,1,5,1,5,1,7036
11581,22050,14004,35786,4,221,5,54,0,4,3,8,1,289
11582,22896,14005,35785,11,544,18,73,1,1,2,1,0,-1
11583,22051,14006,34499,4,399,13,61,0,6,1,16,1,5927
11584,22048,14007,34505,5,290,4,35,1,3,1,19,0,-1
11585,23696,14008,35797,5,329,1,59,0,2,3,4,0,-1
11586,23698,14009,34500,12,502,13,29,0,2,1,18,0,-1
11587,22910,14010,35793,17,282,11,75,1,0,3,13,0,-1
11588,23705,14011,35794,21,507,9,15,1,3,1,3,0,-1
11589,22900,14012,35792,7,218,0,34,0,5,0,7,0,-1
11590,23701,14013,35801,21,582,8,42,0,6,0,18,1,9562
11591,24477,14014,35809,5,420,9,64,1,1,1,3,0,-1
11592,22896,14015,35784,1,119,9,71,0,1,1,4,0,-1
11593,24483,14112,35796,4,100,4,11,1,6,1,17,0,-1
11594,22902,14113,35789,21,260,16,79,0,3,3,12,1,3118
11595,23698,14114,35795,13,202,3,54,0,2,1,18,1,238
11596,22903,14115,35806,2,506,19,34,0,6,1,12,0,-1
11597,22913,14116,35805,7,541,16,66,0,1,3,4,0,-1
11598,24483,14117,35788,13,420,20,33,0,6,3,7,0,-1
11599,24485,14118,37022,14,314,10,59,1,6,1,6,0,-1
11600,305,14119,37020,1,595,19,42,0,6,1,4,1,3348
11601,24478,14120,37023,21,577,9,62,1,4,1,16,1,8042
11602,22911,14121,35800,5,520,17,68,1,4,1,16,1,13313
11603,22907,14122,37029,0,566,6,38,0,1,1,5,1,2322
11604,22905,14123,37019,2,251,1,37,0,5,3,14,0,-1
11605,22912,14124,35808,13,520,8,77,0,6,0,6,0,-1
11606,311,14125,35798,17,426,19,17,1,3,1,12,1,11795
11607,23702,14126,35803,17,195,9,66,1,2,1,18,0,-1
11608,22914,14127,35799,14,358,2,71,1,1,1,10,0,-1
11609,24485,14128,35802,17,188,13,25,0,6,1,17,0,-1
11610,24479,14129,37028,13,212,14,17,0,1,1,12,1,5397
11611,305,14130,35804,8,368,12,66,1,4,1,2,0,-1
11612,23695,14131,35810,10,384,12,32,1,2,1,19,1,12345
11613,313,14132,35807,5,379,15,18,1,3,3,19,0,-1
11614,23702,14133,37036,1,407,5,51,0,3,3,7,1,3400
11615,314,14134,37024,5,201,15,36,0,4,3,1,0,-1
11616,306,14135,37032,5,165,3,13,0,3,1,3,1,4460
11617,24474,14232,37031,25,487,2,37,1,4,1,12,0,-1
11618,23702,14233,37035,19,347,0,16,0,3,0,6,0,-1
11619,319,14234,37021,21,169,9,78,0,4,1,9,1,13314
11620,23697,14235,37026,13,479,6,47,0,5,1,14,1,8583
11621,23698,14236,37025,1,573,6,39,0,6,1,19,1,9079
11622,23700,14237,38189,21,100,3,29,0,0,1,18,0,-1
11623,24487,14238,37027,21,420,7,20,0,6,1,16,0,-1
11624,23706,14239,37041,14,563,6,33,1,5,1,10,0,-1
11625,24483,14240,37030,2,558,14,14,0,1,1,6,0,-1
11626,24480,14241,37034,17,181,12,17,0,0,1,5,0,-1
11627,24485,14242,37037,7,215,2,78,0,6,1,3,1,13532
11628,23704,14243,37033,5,442,20,63,0,4,3,8,0,-1
11629,24483,14244,38190,17,366,2,65,1,6,1,3,1,8149
11630,24480,14245,37038,5,579,16,27,0,6,3,12,1,12757
11631,316,14246,37040,5,596,9,18,0,5,1,18,1,14876
11632,24482,14247,37042,8,324,10,43,0,6,1,16,1,15132
11633,23705,14248,38194,18,169,1,25,0,3,3,6,0,-1
11634,24481,14249,38197,17,234,4,42,0,2,1,7,1,1295
11635,316,14250,37039,4,250,18,23,0,0,2,8,1,2780
11636,1152,14251,38192,12,310,6,44,1,4,1,3,1,4994
11637,1151,14252,38188,24,457,17,56,0,4,1,16,1,4352
11638,307,14253,38199,11,413,18,71,1,5,2,18,1,10085
11639,24476,14254,38205,2,455,10,18,1,6,1,7,0,-1
11640,315,14255,38200,14,297,10,37,1,1,1,3,0,-1
11641,1152,14352,38207,1,516,13,69,0,1,1,18,0,-1
11642,24480,14353,38206,12,412,15,17,1,0,3,11,0,-1
11643,1153,14354,38191,5,522,2,30,0,5,1,13,0,-1
11644,24480,14355,491,0,388,14,37,0,1,1,17,0,-1
11645,310,14356,490,14,291,12,40,1,3,1,6,0,-1
11646,306,14357,38204,17,479,10,41,0,1,1,2,0,-1
11647,313,14358,38202,17,351,13,14,0,5,1,11,1,10722
11648,1158,14359,38198,7,156,18,12,1,6,2,11,1,14877
11649,308,14360,38193,3,404,15,14,0,2,3,3,1,2912
11650,1160,14361,38201,13,202,4,11,0,2,1,2,0,-1
11651,2002,14362,38196,5,521,15,22,1,6,3,4,0,-1
11652,24484,14363,489,5,367,7,75,0,0,1,4,1,1347
11653,320,14364,38195,23,401,14,60,0,5,1,10,0,-1
11654,24486,14365,495,28,234,7,60,1,5,1,3,1,6020
11655,309,14366,494,2,290,12,44,1,6,1,15,1,12256
11656,318,14367,499,1,493,13,62,0,1,1,6,0,-1
11657,2007,14368,493,5,368,3,56,0,3,1,7,0,-1
11658,309,14369,38203,10,370,19,57,1,6,1,9,0,-1
11659,317,14370,488,6,394,2,44,0,2,1,10,1,5127
11660,1158,14371,500,14,372,16,30,0,3,3,17,1,14208
11661,308,14372,503,5,338,6,32,0,5,1,14,1,8539
11662,2006,14373,38208,8,384,16,58,0,1,3,11,0,-1
11663,2000,14374,497,2,184,20,68,0,6,3,18,0,-1
11664,312,14375,501,8,579,19,48,0,6,1,4,0,-1
11665,1999,14472,506,5,435,8,46,1,0,0,2,0,-1
11666,1155,14473,492,5,475,9,70,0,2,1,12,1,7036
11667,309,14474,498,13,126,14,61,0,1,1,14,0,-1
11668,2826,14475,1811,10,432,15,69,0,3,3,19,1,5580
11669,1998,14476,507,1,372,6,57,0,1,1,15,0,-1
11670,2011,14477,496,8,312,15,39,1,1,3,16,1,3499
11671,2827,14478,1809,23,202,5,20,0,0,3,1,0,-1
11672,2007,14479,510,17,489,10,78,0,1,1,7,0,-1
11673,2010,14480,1810,1,540,7,15,0,5,1,15,1,1300
11674,1997,14481,1814,14,481,14,69,0,0,1,4,1,2277
11675,1154,14482,1813,4,422,16,13,1,1,3,18,0,-1
11676,1154,14483,502,15,170,4,62,1,3,1,11,1,763
11677,2000,14484,505,0,386,14,34,0,2,1,5,1,11683
11678,2831,14485,1807,5,387,5,56,1,1,3,17,1,12787
11679,2011,14486,509,9,575,12,78,1,2,1,9,1,13315
11680,2829,14487,1816,5,132,20,63,1,5,3,17,0,-1
11681,1157,14488,508,17,593,19,42,0,3,1,18,1,3866
11682,2828,14489,504,21,562,3,62,1,4,1,8,1,283
11683,316,14490,1817,5,502,20,51,0,0,3,15,0,-1
11684,2830,14491,1823,12,383,7,34,0,5,1,12,1,3911
11685,2007,14492,1808,17,166,6,32,0,2,1,3,0,-1
11686,2838,14493,1826,5,523,1,46,0,2,3,8,0,-1
11687,2839,14494,1828,5,402,2,25,0,0,1,15,0,-1
11688,1150,14495,1812,1,349,8,45,0,2,0,12,0,-1
11689,2003,14592,1829,2,148,19,12,0,2,1,17,0,-1
11690,2840,14593,1821,17,336,12,14,1,6,1,9,1,14389
11691,2005,14594,1820,23,401,2,31,0,5,1,9,1,2916
11692,2828,14595,1825,2,384,13,10,0,5,1,7,1,5494
11693,2837,14596,1827,18,153,6,69,0,5,1,8,0,-1
11694,1161,14597,1824,11,365,16,32,0,3,3,11,1,11304
11695,2835,14598,3103,17,492,1,10,1,0,3,3,0,-1
11696,2831,14599,1822,17,520,15,49,1,2,3,8,0,-1
11697,2826,14600,3107,23,398,20,25,1,5,3,12,1,5436
11698,2834,14601,3105,13,443,13,74,0,5,1,1,0,-1
11699,2005,14602,1815,18,425,12,21,1,3,1,18,0,-1
11700,1156,14603,3110,0,234,5,72,0,0,3,13,1,2827
11701,2826,14604,1818,24,464,4,19,0,5,1,8,1,6411
11702,1159,14605,3112,1,471,4,53,1,1,1,1,0,-1
11703,2836,14606,1830,1,476,15,17,0,5,3,6,1,11342
11704,1997,14607,1819,2,146,17,71,0,0,1,17,1,10630
11705,2009,14608,3116,17,247,6,57,0,4,1,9,0,-1
11706,1997,14609,3114,2,528,9,24,0,2,1,5,1,15448
11707,2827,14610,3109,2,418,14,28,1,5,1,18,1,758
11708,3667,14611,3117,1,319,15,48,0,0,3,10,0,-1
11709,2008,14612,3104,1,287,2,41,0,5,1,9,1,5441
11710,3665,14613,3119,28,513,12,38,1,5,1,9,0,-1
11711,2001,14614,3113,8,520,8,27,0,4,0,1,1,3862
11712,1997,14615,3123,3,269,9,67,1,5,1,11,0,-1
11713,2829,14712,3106,4,343,14,41,0,1,1,17,1,15351
11714,2832,14713,3108,8,305,16,62,1,5,3,17,1,5177
11715,2826,14714,3115,10,146,2,65,1,0,1,18,1,12963
11716,2829,14715,4426,5,213,17,33,0,0,1,11,1,1877
11717,2833,14716,3122,8,337,18,56,1,4,2,10,0,-1
11718,3669,14717,4425,8,267,15,58,0,0,3,5,1,9605
11719,3669,14718,4424,17,185,0,39,0,4,0,18,0,-1
11720,2004,14719,3111,24,411,15,50,1,0,3,18,0,-1
11721,2838,14720,4427,5,375,15,72,0,0,3,6,1,11383
11722,3664,14721,4434,18,243,16,66,1,2,3,4,0,-1
11723,4521,14722,3121,18,126,9,48,0,4,1,5,1,15350
11724,3665,14723,4430,4,532,17,16,0,1,1,19,1,7033
11725,3666,14724,3118,17,285,13,26,0,4,1,8,0,-1
11726,3670,14725,4429,4,503,11,27,1,2,3,2,0,-1
11727,4523,14726,4441,2,192,8,18,0,6,0,14,0,-1
11728,3663,14727,3120,5,156,10,47,0,6,1,10,0,-1
11729,3666,14728,4433,5,277,20,49,0,2,3,7,0,-1
11730,2830,14729,4428,8,508,0,44,1,5,0,10,0,-1
11731,4522,14730,4439,8,548,9,43,0,6,1,7,1,812
11732,3673,14731,4431,23,468,7,40,0,0,1,1,0,-1
11733,3671,14732,4446,5,409,15,17,0,6,3,10,0,-1
